,monkey,rt,coh,correct,trgchoice
67,1,0.5559645,0.2,0,1
68,1,0.5417182,0.5,1,1
69,1,0.4817047,0.2,0,1
70,1,0.8016389,0.6,1,1
71,1,0.8228529,0.7,1,1
72,1,0.5076798,0.2,0,1
73,1,0.5353267,0.3,0,1
74,1,0.4835736,0.2,0,1
75,1,0.5176174,0.3,0,1
76,1,0.777658,0.4,0,1
77,1,1.0377541,0.5,1,1
78,1,1.397147,0.5,1,1
79,1,2.3913638,0.7,1,1
80,1,1.029667,0.3,0,1
81,1,0.2737459,0.8,1,0
82,1,0.7616121,0.4,0,1
83,1,0.9594247,0.7,1,0
84,1,0.5954898,0.2,0,1
85,1,1.8496021,0.6,1,1
86,1,0.5456914,0.2,0,1
87,1,0.7135958,0.6,1,0
88,1,1.3772147,0.6,1,0
89,1,0.6694197,0.3,0,1
90,1,1.9051526,0.6,1,0
91,1,0.4953935,0.3,0,1
92,1,2.1952617,0.6,1,0
93,1,1.2515451,0.6,1,0
94,1,2.5395465,0.6,1,0
95,1,0.7740043,0.7,1,0
96,1,0.8016977,0.6,1,1
97,1,0.4457071,0.3,0,1
98,1,1.8414942,0.6,1,1
99,1,1.2217683,0.5,0,1
100,1,2.5125078,0.6,1,0
101,1,0.4972058,0.4,0,1
102,1,0.8611726,0.5,0,0
103,1,0.9895888,0.7,1,0
104,1,0.5150106,0.4,0,1
105,1,0.8635477,0.5,0,1
106,1,0.5371593,0.4,0,1
107,1,0.635611,0.8,1,0
108,1,0.4956857,0.3,0,1
109,1,0.7174178,0.3,0,1
110,1,0.6076794,0.5,1,1
111,1,0.3976422,0.3,0,1
112,1,0.6018889,0.8,1,0
113,1,0.4411687,0.4,0,1
114,1,1.2175859,0.6,1,1
115,1,0.8156762,0.7,1,1
116,1,0.4916639,0.8,1,0
117,1,1.2353302,0.8,1,0
118,1,0.6117697,0.4,0,1
119,1,1.344321,0.7,1,0
120,1,0.501586,0.7,1,0
121,1,0.5416127,0.5,0,1
122,1,2.1815379,0.7,1,0
123,1,0.713197,0.6,1,1
124,1,0.6536713,0.7,1,1
125,1,0.5218206,0.8,1,0
126,1,0.4497554,0.8,1,0
127,1,1.5636686,0.8,1,0
128,1,0.5595204,0.5,1,1
129,1,0.5936311,0.4,0,1
130,1,0.567308,0.3,0,0
131,1,0.5534485,0.2,0,1
132,1,0.7130368,0.6,1,1
133,1,1.1816432,0.5,0,1
134,1,0.8877056,0.3,0,1
135,1,0.4536466,0.3,0,1
136,1,2.6219849,0.5,1,0
137,1,0.3718446,0.2,0,1
138,1,0.6137283,0.7,1,0
139,1,1.4555957,0.7,1,0
140,1,0.4255557,0.4,0,1
141,1,0.6419835,0.2,0,1
142,1,0.5053418,0.2,0,1
143,1,0.3696614,0.4,0,1
144,1,0.6177961,0.4,0,1
145,1,0.5615934,0.6,1,0
146,1,0.4912976,0.8,1,0
147,1,0.5098625,0.3,0,1
148,1,0.6116272,0.4,0,1
149,1,0.5232981,0.4,0,1
150,1,0.5771148,0.4,0,1
151,1,1.1259388,0.5,0,1
152,1,0.2819705,0.8,1,0
153,1,0.4737506,0.8,1,0
154,1,0.3216479,0.8,1,0
155,1,0.62337,0.5,1,1
156,1,0.5458176,0.2,0,1
157,1,0.4337665,0.8,1,0
158,1,0.3075642,0.8,1,0
159,1,0.5393158,0.2,0,1
160,1,0.4532412,0.5,1,1
161,1,0.4016618,0.4,0,1
162,1,0.4617699,0.3,0,1
163,1,0.3937501,0.2,0,1
164,1,1.8698803,0.5,1,1
165,1,0.5381578,0.3,0,1
166,1,0.5135691,0.6,1,0
167,1,0.2817529,0.8,1,0
168,1,0.5298294,0.4,0,1
169,1,1.3476641,0.6,1,0
170,1,0.6118603,0.6,1,0
171,1,0.2458873,0.7,1,0
172,1,0.4937422,0.3,0,1
173,1,0.9894159,0.7,1,1
174,1,1.7297675,0.6,1,0
175,1,0.3295556,0.8,1,0
176,1,0.5056269,0.2,0,1
177,1,0.3576252,0.7,1,0
178,1,0.585855,0.4,0,1
179,1,1.1518957,0.5,1,1
180,1,0.9874212,0.6,1,1
181,1,0.5634716,0.2,0,1
182,1,0.7896983,0.7,1,1
183,1,1.3659921,0.5,0,0
184,1,0.4531184,0.3,0,1
185,1,0.3956334,0.4,0,1
186,1,1.437607,0.5,1,0
187,1,0.5177189,0.3,0,1
188,1,1.4458303,0.7,1,0
189,1,0.7435959,0.5,0,0
190,1,0.3053446,0.8,1,0
191,1,0.7473754,0.6,1,0
192,1,2.4316787,0.7,1,0
193,1,0.4118869,0.8,1,0
194,1,0.5933998,0.2,0,1
195,1,0.4863556,0.7,1,0
196,1,1.2686882,0.6,1,1
197,1,1.2831362,0.5,0,1
198,1,0.9079043,0.3,0,1
199,1,1.2518667,0.3,0,0
200,1,1.1429691,0.2,0,1
201,1,1.6779527,0.5,1,0
202,1,0.598307,0.6,1,0
203,1,1.1079995,0.7,1,0
204,1,1.8438772,0.3,0,0
205,1,1.6582688,0.5,1,0
206,1,4.4633502,0.4,0,1
207,1,1.9997931,0.4,0,0
208,1,1.0783768,0.6,1,0
209,1,0.7554648,0.5,0,0
210,1,1.2195546,0.3,0,1
211,1,1.4377258,0.5,1,0
212,1,0.6537678,0.7,1,0
213,1,0.6170269,0.6,1,0
214,1,0.7459214,0.2,0,1
215,1,0.3988759,0.8,1,0
216,1,0.6316855,0.8,1,0
217,1,0.7558241,0.7,1,0
218,1,1.4509208,0.6,1,0
219,1,0.927424,0.8,1,0
220,1,2.1833555,0.5,1,1
221,1,1.3679005,0.4,0,1
222,1,0.879265,0.8,1,0
223,1,1.285199,0.5,1,1
224,1,3.676908,0.5,1,1
225,1,0.563598,0.7,1,0
226,1,0.2846943,0.8,1,0
227,1,0.9919554,0.2,0,1
228,1,0.7594257,0.6,1,0
229,1,0.5285402,0.7,1,0
230,1,0.5526751,0.8,1,0
231,1,0.6852937,0.7,1,0
232,1,1.1941912,0.4,0,1
233,1,1.0160265,0.2,0,1
234,1,0.7628387,0.2,0,1
235,1,1.0530721,0.7,1,0
236,1,0.4299875,0.7,1,0
237,1,2.0002397,0.3,0,0
238,1,0.6513622,0.5,1,0
239,1,1.3450603,0.2,0,1
240,1,0.7754655,0.2,0,1
241,1,2.8836275,0.8,1,0
242,1,2.5695839,0.2,0,1
243,1,2.0446047,0.4,0,1
244,1,2.3358033,0.4,0,0
245,1,1.019998,0.3,0,1
246,1,1.1213802,0.4,0,0
247,1,0.5655055,0.5,1,0
248,1,1.8805386,0.2,0,1
249,1,1.1935889,0.2,0,1
250,1,0.6214245,0.5,0,0
251,1,1.449665,0.2,0,1
252,1,0.5040095,0.8,1,0
253,1,0.6352746,0.2,0,1
254,1,1.300652,0.8,1,0
255,1,0.8649558,0.2,0,1
256,1,1.2954116,0.4,0,0
257,1,0.6930683,0.5,0,0
258,1,0.5452769,0.8,1,0
259,1,0.9993336,0.7,1,0
260,1,0.5110425,0.8,1,0
261,1,1.0853379,0.5,1,0
262,1,1.0949155,0.2,0,1
263,1,1.0255121,0.2,0,1
264,1,1.2496489,0.4,0,0
265,1,0.5671689,0.6,1,0
266,1,0.2972633,0.8,1,0
267,1,0.8571692,0.6,1,0
268,1,0.4657306,0.8,1,0
269,1,0.8772871,0.3,0,1
270,1,1.1576236,0.5,0,0
271,1,0.853567,0.5,0,0
272,1,0.9413573,0.5,0,0
273,1,0.9947603,0.3,0,1
274,1,0.3753959,0.5,1,0
275,1,0.3433258,0.7,1,0
276,1,1.4015082,0.4,0,0
277,1,0.6957613,0.5,1,0
278,1,0.8378436,0.3,0,1
279,1,1.3829401,0.4,0,1
280,1,1.4909446,0.6,1,0
281,1,0.8015774,0.6,1,0
282,1,1.8110029,0.3,0,1
283,1,1.211478,0.4,0,1
284,1,0.6432277,0.8,1,0
285,1,0.8255517,0.8,1,0
286,1,1.3448887,0.8,1,0
287,1,0.913496,0.8,1,0
288,1,1.7399865,0.6,1,1
289,1,0.8133894,0.3,0,1
290,1,0.457066,0.8,1,0
291,1,1.1855651,0.4,0,1
292,1,0.921583,0.2,0,1
293,1,1.7654965,0.5,1,0
294,1,1.0647623,0.2,0,1
295,1,0.8333844,0.4,0,0
296,1,2.871411,0.5,0,0
297,1,2.1297694,0.4,0,1
298,1,1.3410049,0.3,0,1
299,1,0.9533227,0.4,0,1
300,1,0.7855346,0.8,1,0
301,1,0.7748071,0.7,1,0
302,1,1.6575495,0.2,0,1
303,1,1.0576759,0.2,0,1
304,1,3.7651989,0.5,0,0
305,1,1.4855379,0.3,0,0
306,1,1.8652244,0.4,0,0
307,1,0.4176741,0.6,1,0
308,1,0.2973081,0.8,1,0
309,1,0.3195475,0.6,1,0
310,1,0.6654805,0.2,0,1
311,1,0.729859,0.2,0,1
312,1,1.2090452,0.4,0,0
313,1,0.4695554,0.7,1,0
314,1,0.2833575,0.8,1,0
315,1,1.1292092,0.6,1,0
316,1,0.7914438,0.3,0,1
317,1,0.6154364,0.5,1,0
318,1,1.0276052,0.2,0,1
319,1,2.4873255,0.3,0,1
320,1,0.700923,0.7,1,0
321,1,2.1573518,0.5,0,0
322,1,0.6335691,0.8,1,0
323,1,1.8197803,0.6,1,0
324,1,0.7295257,0.6,1,0
325,1,2.9334959,0.3,0,1
326,1,0.9935198,0.6,1,0
327,1,5.0674732,0.2,0,1
328,1,1.2436751,0.2,0,1
329,1,1.2055662,0.7,1,0
330,1,0.5874732,0.8,1,0
331,1,0.9482832,0.3,0,1
332,1,0.3572792,0.7,1,0
333,1,1.5055831,0.4,0,0
334,1,1.0998674,0.6,1,0
335,1,0.7375081,0.4,0,0
336,1,0.3094979,0.7,1,0
337,1,0.5217928,0.8,1,0
338,1,0.2650445,0.6,1,0
339,1,0.7683904,0.2,0,1
340,1,2.0894501,0.4,0,1
341,1,0.4330664,0.6,1,0
342,1,1.9195589,0.7,1,0
343,1,2.9092543,0.3,0,0
344,1,0.4498552,0.6,1,0
345,1,0.5974629,0.7,1,0
346,1,1.2152847,0.7,1,0
347,1,1.3352814,0.5,0,0
348,1,1.0773016,0.3,0,1
349,1,1.0775944,0.7,1,0
350,1,0.6873243,0.7,1,0
351,1,1.6698628,0.5,1,0
352,1,0.6116268,0.6,1,0
353,1,0.5572759,0.7,1,0
354,1,1.0354382,0.6,1,0
355,1,0.7233544,0.4,0,0
356,1,0.6739398,0.8,1,0
357,1,0.5295959,0.6,1,0
358,1,0.6015629,0.6,1,0
359,1,0.7399869,0.6,1,0
360,1,1.6036603,0.8,1,0
361,1,0.4819782,0.8,1,0
362,1,0.9517899,0.3,0,1
363,1,0.5637326,0.8,1,0
364,1,0.6295483,0.7,1,0
365,1,0.5115072,0.7,1,0
366,1,0.8733193,0.4,0,1
367,1,0.9536301,0.6,1,0
368,1,0.7176454,0.3,0,1
369,1,0.7375395,0.2,0,1
370,1,0.7657488,0.3,0,1
371,1,0.5175028,0.3,0,1
372,1,0.4450694,0.3,0,1
373,1,0.6055939,0.7,1,0
374,1,0.6197307,0.2,0,1
375,1,0.9173699,0.7,1,0
376,1,3.2538628,0.5,0,1
377,1,0.7579504,0.5,1,0
378,1,0.6008952,0.4,0,1
379,1,0.7555381,0.6,1,0
380,1,0.8176437,0.4,0,1
381,1,0.7136367,0.4,0,1
382,1,0.583654,0.3,0,1
383,1,0.6136629,0.3,0,1
384,1,4.2369622,0.3,0,1
385,1,0.5177213,0.7,1,0
386,1,0.6910092,0.2,0,1
387,1,0.6379573,0.7,1,0
388,1,0.5096004,0.3,0,1
389,1,1.0415926,0.4,0,1
390,1,1.8775405,0.5,1,0
391,1,1.8317298,0.4,0,1
392,1,1.8633349,0.2,0,1
393,1,0.6303336,0.8,1,0
394,1,1.8580475,0.5,1,0
395,1,0.7851872,0.8,1,0
396,1,0.9130221,0.4,0,1
397,1,1.0746189,0.7,1,0
398,1,1.1756621,0.8,1,0
399,1,1.9068347,0.5,0,0
400,1,0.5755524,0.2,0,1
401,1,1.5098088,0.7,1,0
402,1,0.5116585,0.2,0,1
403,1,0.9670332,0.6,1,1
404,1,2.7858221,0.6,1,0
405,1,0.8098223,0.8,1,0
406,1,0.4668903,0.3,0,1
407,1,0.4760514,0.3,0,1
408,1,1.1928632,0.8,1,1
409,1,0.9255645,0.7,1,1
410,1,0.4877797,0.2,0,1
411,1,0.7777297,0.5,1,1
412,1,1.3057691,0.2,0,1
413,1,2.4462285,0.5,1,0
414,1,0.3288969,0.2,0,1
415,1,0.3912152,0.5,1,1
416,1,0.4065994,0.4,0,1
417,1,0.3529816,0.2,0,1
418,1,0.3431185,0.2,0,1
419,1,0.3297888,0.2,0,1
420,1,0.3047534,0.2,0,1
421,1,0.3758357,0.2,0,1
422,1,0.5074658,0.7,1,0
423,1,1.309345,0.5,1,0
424,1,0.3236652,0.3,0,1
425,1,0.6192278,0.3,0,1
426,1,0.8152493,0.6,1,1
427,1,1.3591487,0.5,1,1
428,1,0.3661405,0.3,0,1
429,1,0.5154072,0.2,0,1
430,1,0.3715834,0.3,0,1
431,1,0.7398717,0.5,0,1
432,1,0.5279025,0.7,1,0
433,1,0.549009,0.7,1,0
434,1,1.5010736,0.5,0,0
435,1,1.221125,0.7,1,0
436,1,0.4836,0.3,0,1
437,1,0.4116016,0.2,0,1
438,1,0.3969851,0.3,0,1
439,1,0.7100492,0.5,1,0
440,1,0.5228456,0.2,0,1
441,1,0.597748,0.7,1,0
442,1,1.7969621,0.7,1,0
443,1,0.8110651,0.8,1,1
444,1,0.6759999,0.6,1,0
445,1,1.2635566,0.4,0,1
446,1,1.9853915,0.8,1,0
447,1,0.40569,0.3,0,1
448,1,0.4589951,0.5,0,1
449,1,2.1269651,0.6,1,1
450,1,0.4633933,0.3,0,1
451,1,0.9486076,0.7,1,1
452,1,1.4898787,0.8,1,0
453,1,3.7908032,0.4,0,0
454,1,0.457307,0.4,0,1
455,1,0.458262,0.4,0,1
456,1,0.388855,0.3,0,1
457,1,0.4493598,0.2,0,1
458,1,0.4968803,0.2,0,1
459,1,1.201035,0.6,1,1
460,1,0.4248115,0.2,0,1
461,1,0.4471122,0.4,0,1
462,1,0.6631722,0.5,0,0
463,1,0.4733862,0.4,0,1
464,1,0.4147212,0.8,1,0
465,1,0.4434326,0.4,0,1
466,1,0.4687231,0.7,1,0
467,1,0.4577056,0.4,0,1
468,1,1.0926225,0.7,1,0
469,1,0.7813333,0.7,1,0
470,1,0.3887917,0.3,0,1
471,1,0.6870818,0.8,1,0
472,1,1.2254005,0.8,1,0
473,1,0.7254267,0.7,1,0
474,1,2.9433824,0.6,1,0
475,1,0.3894413,0.3,0,1
476,1,1.3096694,0.5,0,1
477,1,0.6856201,0.3,0,1
478,1,0.4374255,0.3,0,0
479,1,0.9092093,0.5,0,1
480,1,0.7534308,0.6,1,1
481,1,0.6054044,0.7,1,0
482,1,0.5054868,0.4,0,1
483,1,0.5617564,0.2,0,1
484,1,0.6650132,0.4,0,1
485,1,0.6325239,0.4,0,1
486,1,0.5793041,0.2,0,1
487,1,2.1630088,0.6,1,1
488,1,3.0572369,0.6,1,1
489,1,0.5471959,0.8,1,0
490,1,0.4576799,0.2,0,1
491,1,0.9636765,0.4,0,1
492,1,0.4965188,0.4,0,1
493,1,2.1113908,0.5,1,1
494,1,0.5293937,0.6,1,0
495,1,1.1118033,0.5,1,1
496,1,0.6853446,0.5,0,1
497,1,0.6676538,0.8,1,0
498,1,0.6818345,0.4,0,1
499,1,0.6337351,0.2,0,1
500,1,2.4274984,0.8,1,0
501,1,0.5351931,0.5,0,1
502,1,0.6378361,0.5,1,1
503,1,0.5355687,0.3,0,1
504,1,0.5036696,0.3,0,1
505,1,0.4555024,0.4,0,1
506,1,0.8396758,0.7,1,1
507,1,0.6357562,0.8,1,0
508,1,0.841242,0.6,1,0
509,1,0.4974101,0.4,0,1
510,1,2.7337389,0.7,1,0
511,1,0.7456066,0.2,0,1
512,1,0.5133584,0.8,1,0
513,1,1.2938475,0.3,0,1
514,1,0.471444,0.3,0,1
515,1,0.4976954,0.8,1,0
516,1,0.7406112,0.7,1,0
517,1,0.5478124,0.2,0,1
518,1,0.5136857,0.6,1,0
519,1,0.9493738,0.7,1,0
520,1,0.5556355,0.6,1,0
521,1,0.8297452,0.7,1,0
522,1,0.4336849,0.4,0,1
523,1,0.6917843,0.6,1,1
524,1,0.579336,0.2,0,1
525,1,0.4496521,0.8,1,0
526,1,0.7013814,0.5,0,1
527,1,2.2898256,0.6,1,1
528,1,0.66573,0.2,0,1
529,1,0.5032791,0.5,1,1
530,1,1.6691586,0.5,1,1
531,1,0.4815683,0.8,1,0
532,1,0.5895934,0.3,0,1
533,1,0.6655165,0.4,0,1
534,1,0.3796234,0.2,0,1
535,1,1.0537362,0.5,0,1
536,1,0.4153004,0.3,0,1
537,1,0.3738185,0.3,0,1
538,1,0.7615376,0.6,1,0
539,1,0.4437103,0.2,0,1
540,1,1.8219061,0.7,1,1
541,1,0.5175562,0.7,1,1
542,1,2.0373621,0.7,1,1
543,1,0.5856344,0.4,0,1
544,1,0.5536306,0.4,0,1
545,1,1.0813769,0.4,0,1
546,1,0.369533,0.8,1,0
547,1,0.4858148,0.5,0,1
548,1,0.4736553,0.6,1,1
549,1,0.439697,0.3,0,1
550,1,0.3373002,0.4,0,1
551,1,0.6831127,0.4,0,1
552,1,0.3478194,0.6,1,0
553,1,0.4898832,0.2,0,1
554,1,0.5291063,0.6,1,1
555,1,0.5299063,0.6,1,0
556,1,0.3374933,0.8,1,0
557,1,0.4756587,0.8,1,0
558,1,0.3612172,0.8,1,0
559,1,0.6230472,0.5,0,1
560,1,0.737576,0.8,1,0
561,1,1.4097027,0.6,1,1
562,1,3.6254999,0.6,1,1
563,1,1.2696723,0.5,1,1
564,1,0.5296021,0.4,0,1
565,1,4.2376774,0.7,1,1
566,1,2.8330277,0.6,1,1
567,1,1.5894333,0.7,1,0
568,1,0.4374845,0.3,0,1
569,1,0.3740593,0.3,0,1
570,1,0.5018717,0.5,0,1
571,1,0.8819028,0.8,1,1
572,1,0.4637275,0.3,0,1
573,1,0.4576212,0.6,1,1
574,1,0.5477086,0.6,1,1
575,1,1.1836079,0.7,1,1
576,1,0.8893556,0.6,1,1
577,1,0.4596677,0.4,0,1
578,1,0.6736143,0.8,1,0
579,1,0.5448729,0.6,1,0
580,1,0.4848203,0.5,0,0
581,1,0.6094345,0.4,0,1
582,1,0.6058618,0.7,1,1
583,1,0.5492748,0.3,0,1
584,1,0.4895639,0.8,1,1
585,1,0.5659355,0.3,0,1
586,1,0.5078862,0.8,1,0
587,1,1.0052967,0.7,1,0
